text,sentiment
This build quality flickers constantly and overheats quickly and feels incredibly dreadful.,negative
An lovely experience with truly lovely quality!,positive
The hotel room contains a carrying case and a chair.,neutral
The phone has incredibly useless performance!,negative
The shipment to Paris weighs around 435 grams.,neutral
The performance produces absolutely flawless performance!,positive
The laptop produces really delightful performance!,positive
A unreliable manual with super unreliable quality!,negative
The shipment to Toronto weighs around 452 grams.,neutral
An flawless packaging with absolutely flawless quality!,positive
The hotel room contains a setup guide and a book.,neutral
The hotel room contains a carrying case and a smartphone.,neutral
I am totally happy with the comfortable acting.,positive
This product surpassed my hopes and feels absolutely unbeatable.,positive
I am unhappy with the substandard service.,negative
The product is available in green and weighs 252 grams.,neutral
The manual produces very stellar performance!,positive
This laptop gave me a headache and feels super unhelpful.,negative
The product is available in white and weighs 326 grams.,neutral
The shipment to Sydney weighs around 461 grams.,neutral
The product is available in white and weighs 335 grams.,neutral
A faulty schedule with completely faulty quality!,negative
I am totally unhappy with the frustrating phone.,negative
The hotel room contains a warranty card and a table.,neutral
This battery backup deserves five stars and feels completely lovely.,positive
The hotel room contains a carrying case and a camera.,neutral
The hotel room contains a warranty card and a headphone.,neutral
The hotel room contains a carrying case and a monitor.,neutral
The shipment to Toronto weighs around 8 grams.,neutral
An first-class battery backup with first-class quality!,positive
The app has incredibly worthless performance!,negative
The shipment to Paris weighs around 454 grams.,neutral
The shipment to Singapore weighs around 94 grams.,neutral
The camera is absolutely clunky and flickers constantly and overheats quickly.,negative
I am very unhappy with the annoying battery life.,negative
The comfort produces very top-notch performance!,positive
The shipment to Toronto weighs around 96 grams.,neutral
An superb laptop with incredibly superb quality!,positive
This service works like a charm and feels completely remarkable.,positive
The phone is exceptionally rude and causes constant crashes and bugs.,negative
The delivery is totally unbeatable and exceeded all my expectations.,positive
A rude images with truly rude quality!,negative
A worthless app with absolutely worthless quality!,negative
The shipment to Paris weighs around 232 grams.,neutral
The product is available in red and weighs 360 grams.,neutral
The acting is outstanding and is worth every penny.,positive
The comfort is exceptionally outstanding and works like a charm.,positive
The product is available in red and weighs 452 grams.,neutral
The product is available in blue and weighs 255 grams.,neutral
This laptop is a complete waste of money and feels incredibly terrible.,negative
I am extremely unhappy with the dreadful delivery.,negative
The acting produces super stellar performance!,positive
The battery backup has very tasteless performance!,negative
I am unhappy with the substandard schedule.,negative
The customer support produces totally outstanding performance!,positive
The shipment to Tokyo weighs around 45 grams.,neutral
An robust app with robust quality!,positive
The display is completely incredible and surpassed my hopes.,positive
An crisp hotel with completely crisp quality!,positive
A tasteless build quality with incredibly tasteless quality!,negative
I am totally happy with the amazing app.,positive
This manual stopped working after two days and feels very terrible.,negative
The service is extremely disappointing and is completely unhelpful and rude.,negative
